word,category,mean Happiness,mean Anger,mean Sadness,mean Fear,mean Disgust,distance to H,distance to A,distance to S,distance to F,distance to D,distance to N
rozkoszny,H,5.296296,1.4074074,1.4814814,1.5555556,1.3703704,2.3661845,7.5138574,7.4493804,7.38738,7.536883,4.835511
"świetny",H,5.6666665,1.3703704,1.3703704,1.3703704,1.2222222,1.9743884,7.555593,7.567725,7.552752,7.6907816,4.933031
przyjaciel,H,6.037037,1.4444444,1.6296296,1.5555556,1.037037,1.9016433,7.8389983,7.691452,7.755814,8.135946,5.40917
"uśmiech",H,6.3333335,1.074074,1.2962962,1.2592592,1.1111112,1.0167402,8.100848,7.925011,7.9385653,8.076864,5.4916534
"pochwała",H,5.2222223,1.5185186,1.2962962,1.3703704,1.2222222,2.1827917,7.2644706,7.469688,7.3976192,7.539364,4.667134
winogrono,H,4.888889,1.1851852,1.1851852,1.3333334,1.2962962,2.4853241,7.2642922,7.256864,7.1116443,7.155325,4.120666
"tańczyć",H,5.5185184,1.2592592,1.3703704,1.925926,1.2592592,2.3314927,7.7237997,7.644962,7.0943713,7.7242575,5.0215497
"ładny",H,5.740741,1.5555556,1.5555556,1.4814814,1.4444444,2.3030655,7.635083,7.5831947,7.6871223,7.730967,5.2323008
"pomysł",H,5.3333335,1.3333334,1.2222222,1.8888888,1.074074,2.3765264,7.408392,7.507606,6.9457607,7.624358,4.620674
skowronek,H,4.851852,1.2222222,1.1851852,1.2222222,1.037037,2.4059231,7.1884637,7.2162585,7.1807218,7.3529243,4.008799
"zwycięzca",H,5.6296296,1.4814814,1.4444444,1.7777778,1.2222222,2.1732345,7.608147,7.625091,7.3510795,7.806983,5.133785
"świętować",H,5.740741,1.5185186,1.3703704,1.4074074,1.3703704,2.0292342,7.6152997,7.744583,7.702404,7.719046,5.147824
"radość",H,6.0384617,1.1538461,1.1923077,1.1538461,1.1153846,1.2012135,7.863227,7.8363056,7.863227,7.8941092,5.2046485
"nagradzać",H,5.3846154,1.3076923,1.2307693,1.2307693,1.0,2.0749876,7.431931,7.472747,7.4537024,7.6771855,4.609013
soczysty,H,4.769231,1.1153846,1.1538461,1.1923077,1.1538461,2.4945903,7.2321515,7.1991224,7.174202,7.1740417,3.881734
"posiłek",H,5.1923075,1.3461539,1.3076923,1.3461539,1.2692307,2.3763185,7.3521075,7.3824544,7.3492107,7.413516,4.452377
"spełnienie",H,6.0,1.4230769,1.4615384,2.0384614,1.1538461,2.1872547,7.926401,7.907455,7.4280443,8.129788,5.5668545
"słoneczny",H,5.923077,1.1153846,1.1923077,1.0769231,1.0384616,1.2782056,7.7952814,7.7209277,7.8279767,7.8559885,4.9822483
zaleta,H,4.8846154,1.1538461,1.1153846,1.3461539,1.0769231,2.43863,7.2680416,7.30351,7.1040754,7.33724,4.038528
"roześmiany",H,6.1923075,1.1153846,1.1153846,1.1538461,1.0,0.9896943,7.967669,7.967669,7.9403276,8.062717,5.262008
humor,H,5.6153846,1.2307693,1.5,1.4615384,1.0769231,2.1467848,7.682025,7.4575396,7.5064034,7.8070807,4.889694
"jeść",H,5.5,1.5384616,1.5769231,1.5384616,1.3461539,2.43324,7.4663672,7.424784,7.4640656,7.5957713,4.908573
zaufany,H,5.6923075,1.3846154,1.4230769,2.0384614,1.1538461,2.4061396,7.859208,7.8294797,7.270739,8.018586,5.223894
jedwabny,H,4.814815,1.0,1.0,1.074074,1.0,2.2309656,7.299282,7.299282,7.239625,7.299282,3.8224397
talent,H,6.259259,1.6666666,1.1481482,1.6296296,1.037037,1.6550816,7.6890073,8.1657,7.7841105,8.23828,5.6139803
wierny,H,5.814815,1.2962962,1.3703704,1.7407408,1.1111112,1.9282838,7.870107,7.8247356,7.516194,8.026933,5.2215815
"pieścić",H,5.962963,1.037037,1.2222222,1.2592592,1.1111112,1.4517676,7.9186707,7.779186,7.7459545,7.8562584,5.111994
przerwa,H,5.4444447,1.3703704,1.1481482,1.074074,1.037037,1.7862042,7.3007255,7.490043,7.556699,7.583419,4.534179
niebo,H,5.888889,1.1481482,1.4074074,1.925926,1.074074,2.0897195,8.04919,7.856087,7.4098573,8.102236,5.2892613
hobby,H,6.259259,1.2592592,1.1481482,1.074074,1.037037,1.1029881,7.8922305,7.9639983,8.029153,8.053188,5.3603067
"zyskiwać",H,5.7777777,1.4814814,1.1851852,1.6666666,1.074074,1.9972266,7.5416265,7.771273,7.364251,7.848864,5.04942
"śmiech",H,6.5185184,1.037037,1.0,1.1111112,1.1111112,0.5935121,8.165165,8.199964,8.106033,8.105508,5.556695
"lekkość",H,5.4074073,1.1111112,1.074074,1.1851852,1.037037,1.8084182,7.549195,7.581001,7.4929624,7.6075406,4.45825
"osiągać",H,5.740741,1.3333334,1.1851852,2.148148,1.037037,2.1769037,7.670429,7.8166227,6.9812856,7.934711,5.1669583
lojalny,H,5.851852,1.1851852,1.1851852,1.5925926,1.1481482,1.7305875,7.8018017,7.793137,7.458352,7.826223,5.0945244
lizak,H,4.888889,1.2222222,1.3333334,1.1851852,1.037037,2.4407566,7.175077,7.075925,7.2011867,7.33671,4.0413585
kanaryjski,H,4.7777777,1.2222222,1.1851852,1.3333334,1.1111112,2.4817395,7.2038465,7.257001,7.1118207,7.3176074,4.0441546
szampan,H,5.259259,1.1851852,1.3703704,1.2592592,1.4814814,2.3877094,7.5456967,7.3900247,7.4879036,7.2393537,4.580532
krajobraz,H,5.740741,1.1481482,1.3333334,1.3333334,1.074074,1.7962422,7.709842,7.5635357,7.5737925,7.7597723,4.8729725
zgoda,H,5.4814816,1.2592592,1.2222222,1.3333334,1.037037,1.8365585,7.4921055,7.524587,7.428298,7.6783643,4.637093
"pachnieć",H,5.296296,1.1851852,1.2592592,1.4074074,1.3703704,2.2704334,7.564557,7.5302734,7.3897185,7.3622956,4.68233
dyplom,H,5.814815,1.5555556,1.4444444,2.2962964,1.1481482,2.484225,7.740615,7.8176208,7.1347075,8.029031,5.443562
zapas,H,4.851852,1.2222222,1.2222222,1.4814814,1.1111112,2.4634173,7.222336,7.1907253,6.997308,7.3218007,4.119452
weekend,H,6.2222223,1.2222222,1.1111112,1.3333334,1.0,1.1165398,7.9000783,7.9865303,7.798203,8.074949,5.3370166
biust,H,5.4444447,1.2962962,1.4444444,1.3703704,1.1111112,2.2052045,7.632617,7.521564,7.5478063,7.769138,4.8133335
"fotografować",H,4.9259257,1.3703704,1.2222222,1.3703704,1.1481482,2.4979644,7.128476,7.3139243,7.1814637,7.3619037,4.233054
mama,H,6.3333335,1.7407408,2.0370371,1.6296296,1.1481482,2.1693347,7.8843055,7.682111,7.9741626,8.33767,5.8876123
toast,H,5.4074073,1.2962962,1.1481482,1.1851852,1.1111112,1.9581548,7.3904,7.509097,7.4772916,7.5201716,4.5131974
"osiągnięcie",H,5.9259257,1.2962962,1.2222222,1.7407408,1.1111112,1.7780017,7.790525,7.859949,7.418291,7.940835,5.225985
wynagrodzenie,H,5.9259257,1.5555556,1.3333334,1.5555556,1.037037,1.8699807,7.6103435,7.80682,7.6027565,8.020363,5.273038
"anioł",H,5.3703704,1.2592592,1.2962962,1.6666666,1.1481482,2.1346354,7.5377154,7.522243,7.168585,7.6442957,4.7455873
"dawać",H,5.6296296,1.5555556,1.4444444,1.7777778,1.1851852,2.279897,7.539077,7.6454806,7.3637643,7.8431726,5.1227117
pozytywny,H,5.7777777,1.1111112,1.1481482,1.1481482,1.037037,1.3964452,7.695385,7.680554,7.6541986,7.7667117,4.87569
sport,H,5.5185184,1.6666666,1.2222222,1.925926,1.2222222,2.4371104,7.3772955,7.7661376,7.1970844,7.7436094,5.0521717
"dziękować",H,5.3703704,1.2592592,1.2962962,1.3703704,1.2962962,2.0418398,7.5293436,7.508444,7.4196134,7.4936533,4.709254
dobrodziejstwo,H,5.3076925,1.1923077,1.3076923,1.1538461,1.2307693,1.9914199,7.4267774,7.3312144,7.4438205,7.374952,4.463489
kakao,H,5.1923075,1.1923077,1.3461539,1.1923077,1.3461539,2.196018,7.531253,7.41741,7.5621057,7.426959,4.567326
"masaż",H,5.5,1.1923077,1.0769231,1.1923077,1.1923077,1.8111858,7.497866,7.6059527,7.5074825,7.504282,4.6092744
"szczęśliwy",H,6.5,1.2692307,1.3846154,1.4230769,1.1538461,1.1013889,8.176884,8.086461,8.066401,8.271591,5.7590284
medal,H,5.5384617,1.5,1.3461539,1.1153846,1.0,1.9892392,7.3826,7.4968414,7.691758,7.7832036,4.758286
zdrowy,H,5.924528,1.3396226,1.1132076,1.8113208,1.1132076,1.9008708,7.8527117,8.012565,7.4705896,8.024557,5.310464
"łagodzić",H,5.0,1.3076923,1.3076923,1.3076923,1.1153846,2.3444197,7.1528726,7.150384,7.1489587,7.316553,4.2008805
owocowy,H,5.1153846,1.1538461,1.1153846,1.1538461,1.3461539,2.144527,7.353798,7.3899355,7.353798,7.1489863,4.3386097
malinowy,H,4.923077,1.0769231,1.2307693,1.0769231,1.1923077,2.2523794,7.2617726,7.1010237,7.2617726,7.15658,4.0411177
"miły",H,5.3846154,1.3846154,1.5,1.2692307,1.2692307,2.1784048,7.461652,7.330848,7.5575275,7.556934,4.804986
"wolność",H,5.8846154,1.3461539,1.4230769,2.1923077,1.2307693,2.3761327,8.016722,7.968496,7.346224,8.108693,5.458663
czysty,H,5.423077,1.2692307,1.2692307,1.1538461,1.0,1.8911794,7.4520383,7.449368,7.54972,7.667521,4.5529284
udany,H,5.5,1.3461539,1.1538461,1.3846154,1.1538461,1.8748109,7.4635673,7.6301303,7.422906,7.6160026,4.7382727
wygodny,H,5.0,1.3461539,1.2692307,1.2307693,1.4615384,2.4269705,7.2070394,7.269725,7.3128123,7.1253657,4.3295317
"rozkwitać",H,5.6923075,1.2692307,1.3461539,1.5769231,1.3461539,2.0861979,7.842197,7.7570224,7.5899878,7.783108,5.099179
puchar,H,5.0384617,1.2692307,1.1153846,1.3076923,1.1153846,2.2610536,7.2817774,7.443497,7.256566,7.443497,4.306152
bezpieczny,H,5.730769,1.1153846,1.2307693,1.8076923,1.1923077,1.9975187,7.895526,7.790365,7.1920147,7.83711,5.1620307
harmonia,H,5.6538463,1.4230769,1.3846154,1.2307693,1.2692307,1.8435851,7.5924816,7.62237,7.7474065,7.7145267,4.9951606
wycieczka,H,5.8076925,1.2692307,1.2307693,1.8076923,1.0769231,1.9133627,7.701099,7.7288013,7.224801,7.8648067,5.0938916
"wypoczęty",H,6.076923,1.3846154,1.1923077,1.2692307,1.1538461,1.5239193,7.8637137,7.9752097,7.9559827,8.015631,5.350748
zadowolony,H,5.6538463,1.3076923,1.2307693,1.1153846,1.1538461,1.7231297,7.526861,7.581405,7.668134,7.649407,4.8021727
"ogród",H,5.6923075,1.2307693,1.9230769,1.5769231,1.0769231,2.3705082,7.7594767,7.2332125,7.4989996,7.886927,5.049837
inteligentny,H,6.1153846,1.3461539,1.4230769,1.3846154,1.0769231,1.711949,7.8311634,7.7877536,7.8141284,8.062835,5.408183
"spełniać",H,5.423077,1.4615384,1.3846154,1.5769231,1.2307693,2.3465686,7.3747525,7.4498944,7.2728324,7.569003,4.7455897
wytchnienie,H,5.1538463,1.3846154,1.4615384,1.2692307,1.3461539,2.4538484,7.295176,7.2283072,7.404633,7.2960086,4.516911
"lubić",H,5.923077,1.4615384,1.5,1.3846154,1.0769231,1.7522895,7.6575627,7.624506,7.7224674,7.969562,5.280617
wypoczynek,H,6.076923,1.4615384,1.3461539,1.5,1.0769231,1.5496252,7.7914524,7.861224,7.759206,8.074728,5.3966665
wsparcie,H,5.423077,1.5,1.6153846,1.7692307,1.2307693,2.391919,7.543375,7.434818,7.301005,7.776014,5.077464
dobroduszny,H,5.269231,1.5384616,1.5,1.3076923,1.1923077,2.3603904,7.1943064,7.2336016,7.386886,7.4870377,4.559097
"wspierać",H,5.5384617,1.3846154,1.8076923,1.4230769,1.0769231,2.3600442,7.551101,7.195792,7.5308833,7.792622,4.901773
oklaski,H,5.423077,1.4615384,1.1538461,1.6538461,1.2692307,2.2314448,7.4253354,7.675553,7.2925467,7.603576,4.8985715
"żart",H,5.423077,1.8076923,1.4615384,1.5384616,1.5,2.4626372,7.2200894,7.510226,7.420595,7.506745,5.104823
zrelaksowany,H,6.1153846,1.0,1.0769231,1.0,1.0,0.96153843,7.9495244,7.8930817,7.9495244,7.9495244,5.121751
wiosenny,H,5.6153846,1.0384616,1.0384616,1.0769231,1.0384616,1.4437166,7.665111,7.667959,7.631381,7.667959,4.637206
lato,H,5.8076925,1.2307693,1.2307693,1.1153846,1.1923077,1.5293885,7.6532693,7.682203,7.768374,7.7137275,4.9667783
ciastko,H,5.6923075,1.3846154,1.5384616,1.4230769,1.3076923,2.345438,7.719081,7.618756,7.7022176,7.8011966,5.1029897
"słońce",H,5.8846154,1.4615384,1.0384616,1.2307693,1.1153846,1.5339643,7.620991,8.027922,7.88101,7.956871,5.2058406
oaza,H,5.3846154,1.0769231,1.3076923,1.3846154,1.0,2.0740585,7.566573,7.399279,7.311861,7.625848,4.528689
muzyka,H,6.076923,1.6538461,2.3846154,1.3846154,1.2307693,2.418097,7.980543,7.387303,8.199244,8.306418,5.809741
"spać",H,5.5,1.3461539,1.3846154,1.3846154,1.0,2.0202062,7.493553,7.457057,7.4658146,7.7519846,4.703446
"przyjemność",H,6.0384617,1.0384616,1.1923077,1.3076923,1.0384616,1.2933848,7.9391913,7.818813,7.721748,7.9391913,5.1192956
"miód",H,4.8076925,1.1153846,1.2692307,1.1538461,1.0769231,2.3886955,7.281181,7.143854,7.244589,7.308988,3.9695532
poduszka,H,5.230769,1.1153846,1.3846154,1.4230769,1.0384616,2.2732337,7.550694,7.3526807,7.3181105,7.60986,4.4638147
"łąka",H,5.4615383,1.0769231,1.2307693,1.1538461,1.2307693,1.9330145,7.619441,7.503074,7.5357056,7.4837513,4.6243567
melodyjny,H,5.230769,1.1538461,1.5384616,1.0,1.0,2.1924665,7.4486704,7.1297474,7.569446,7.569446,4.3850446
prezent,H,5.576923,1.1923077,1.3076923,1.3846154,1.0384616,1.9454043,7.633434,7.545446,7.4695835,7.7606373,4.7873554
upojny,H,5.269231,1.1538461,1.5,1.6153846,1.3461539,2.4162562,7.615689,7.314662,7.2292914,7.451583,4.694672
"pozdrawiać",H,5.1153846,1.0769231,1.3461539,1.4230769,1.2692307,2.4457695,7.5062375,7.2538724,7.243226,7.366954,4.3684363
seks,H,5.9615383,1.3653846,1.5192307,2.3653846,1.3269231,2.4012709,8.012453,7.881608,7.198458,8.033576,5.638053
maj,H,5.576923,1.3076923,1.9230769,1.3461539,1.3076923,2.2403188,7.737577,7.2116065,7.69311,7.722745,5.127215
"wesoły",H,6.0384617,1.1923077,1.2307693,1.1923077,1.1923077,1.2586373,7.8706465,7.8166156,7.8629336,7.8706465,5.219586
rozradowany,H,6.0384617,1.1923077,1.3076923,1.0769231,1.1923077,1.2325763,7.820706,7.7053943,7.9045277,7.8129554,5.2091293
sukces,H,6.0,1.5769231,1.5769231,2.2692308,1.3461539,2.3148866,7.973861,7.9873037,7.420364,8.114725,5.78232
raj,H,6.3076925,1.2307693,1.8846154,1.9230769,1.1153846,2.0712514,8.179597,7.6969647,7.6680374,8.268401,5.7341266
genialny,H,5.423077,1.6538461,1.4230769,1.5769231,1.1923077,2.4023688,7.4235296,7.6046805,7.4830246,7.7872066,4.9975986
wiosna,H,6.076923,1.3076923,1.4615384,1.4615384,1.0769231,1.638801,7.872239,7.7436805,7.759239,8.051819,5.3623095
sjesta,H,5.8076925,1.2692307,1.2692307,1.0769231,1.1923077,1.5655668,7.6779656,7.683604,7.8352203,7.729843,4.9775915
koniczyna,H,4.730769,1.0769231,1.0384616,1.0,1.0,2.3004832,7.2174582,7.2568974,7.2877803,7.2877803,3.7455537
"łóżko",H,5.269231,1.1923077,1.6923077,1.5769231,1.1923077,2.4891324,7.6125216,7.201604,7.2888494,7.617051,4.7452707
deser,H,5.3846154,1.2692307,1.1538461,1.1923077,1.0,2.0260653,7.4320483,7.5143585,7.4953256,7.633799,4.5023046
"całować",H,5.8461537,1.1153846,1.3076923,1.3076923,1.1923077,1.5566471,7.781186,7.627509,7.6352735,7.7130656,5.0178256
ulga,H,5.423077,1.0,1.1153846,1.1153846,1.0,1.6727655,7.57506,7.4644065,7.480365,7.57506,4.4697247
"miś",H,5.1923075,1.0769231,1.5769231,1.4230769,1.0,2.3348398,7.5113416,7.094207,7.1979084,7.5783606,4.434176
kwiat,H,5.3846154,1.1538461,1.4230769,1.2692307,1.1538461,2.199116,7.5116043,7.2884016,7.417555,7.523113,4.5846515
"Paryż",H,5.1538463,1.1153846,1.3846154,1.4615384,1.0384616,2.3959544,7.5269065,7.3071756,7.2232165,7.589999,4.3728995
wakacje,H,5.9615383,1.1538461,1.6538461,1.6538461,1.1153846,1.8508418,7.9947915,7.6126103,7.6086307,8.024621,5.364152
optymistyczny,H,5.6538463,1.1538461,1.2692307,1.4230769,1.1153846,1.7811774,7.673406,7.572095,7.4571247,7.703989,4.8424973
"róża",H,5.0384617,1.3461539,1.6538461,1.3846154,1.0384616,2.453239,7.320705,6.9975386,7.273057,7.5639753,4.5026493
spokojny,H,5.4615383,1.3076923,1.2692307,1.6153846,1.1538461,2.3666444,7.690266,7.680155,7.44441,7.7885313,4.782524
polana,H,5.4615383,1.3461539,1.5,1.8076923,1.3461539,2.410396,7.631828,7.5130205,7.2404885,7.631828,4.940629
"spokój",H,5.730769,1.3846154,1.8846154,1.6923077,1.3461539,2.4897866,7.9473944,7.561885,7.7328033,7.97719,5.362689
cud,H,5.6538463,1.3846154,1.3846154,1.8846154,1.2692307,2.3184454,7.80382,7.783409,7.393369,7.8727183,5.1984477
"sierpień",H,5.1923075,1.5,1.6923077,1.3461539,1.2307693,2.4247854,7.3097873,7.147967,7.466462,7.570874,4.636076
truskawkowy,H,5.076923,1.1923077,1.2307693,1.4615384,1.3461539,2.3881018,7.611707,7.5737076,7.352165,7.440311,4.667125
"śliczny",H,5.3846154,1.2307693,1.2692307,1.3461539,1.2307693,2.0050921,7.641226,7.5903273,7.5329165,7.6179175,4.8260765
sobota,H,5.076923,1.3846154,1.4230769,1.5769231,1.4615384,2.4898183,7.644378,7.5835843,7.460462,7.5495825,4.9366307
kochany,H,5.9615383,1.3076923,1.4230769,1.6538461,1.1153846,1.7538788,7.977963,7.868002,7.694845,8.080059,5.364952
radosny,H,5.8461537,1.5769231,1.5769231,1.6153846,1.3076923,2.1655548,7.9407916,7.908053,7.905233,8.098451,5.4693913
"ciepły",H,5.5,1.6153846,1.4230769,1.6538461,1.1153846,2.2813947,7.4698997,7.6097484,7.445912,7.842804,4.9886956
wygrany,H,5.5555553,1.3703704,1.4074074,1.5925926,1.1851852,2.016911,7.6064205,7.5431833,7.3940005,7.743349,5.0214934
komfort,H,5.5185184,1.1481482,1.1851852,1.2222222,1.2962962,1.8258449,7.64506,7.6175513,7.5803843,7.4884458,4.799059
kolorowy,H,5.2222223,1.3703704,1.3703704,1.3333334,1.2962962,2.4104004,7.4809136,7.482495,7.5078883,7.5454884,4.559004
"zmysłowy",H,5.296296,1.2962962,1.3703704,1.3703704,1.2592592,2.2012389,7.377215,7.33486,7.3186007,7.404656,4.5939937
perfumy,H,5.111111,1.2592592,1.2222222,1.1481482,1.4074074,2.4087527,7.3131046,7.341706,7.4023924,7.1931415,4.276209
super,H,6.185185,1.2962962,1.1851852,1.074074,1.1111112,1.1521803,7.8259487,7.9153843,8.002305,7.9753304,5.3128295
"zwycięstwo",H,6.3703704,1.4074074,1.3703704,1.5555556,1.2222222,1.4672025,7.940708,7.9643474,7.8089437,8.091853,5.6273265
"zachwycać",H,5.3333335,1.5925926,1.4814814,1.4074074,1.1851852,2.39593,7.28751,7.357404,7.426074,7.5998926,4.687017
uroczy,H,5.185185,1.2592592,1.5185186,1.2962962,1.1851852,2.3613698,7.4236884,7.2233467,7.416645,7.485837,4.4877915
"wspaniały",H,5.814815,1.2962962,1.4444444,1.2592592,1.2962962,1.8083959,7.7647014,7.6514254,7.7924733,7.747925,5.0751305
tort,H,5.5185184,1.3703704,1.4074074,1.4444444,1.2592592,2.1459649,7.5348697,7.520963,7.4877877,7.61665,4.8321137
"szczęście",H,6.740741,1.1481482,1.2962962,1.4074074,1.0,0.7928968,8.418063,8.338819,8.256472,8.537487,6.0241942
lemoniada,H,5.037037,1.2592592,1.3333334,1.2592592,1.3333334,2.3045208,7.301086,7.2108655,7.3061457,7.238362,4.3860927
zadufany,A,1.2222222,4.3333335,2.0,1.5925926,3.2962964,7.7613187,4.691725,7.0475636,7.514264,6.0128303,4.860208
"kosztować",A,2.0,2.925926,2.5555556,2.0370371,1.5185186,6.455558,5.424924,5.9385552,6.367928,6.8807306,3.6124573
"drażnić",A,1.6666666,4.888889,2.6296296,2.5925925,2.7407408,7.9416785,4.914828,7.4007864,7.441688,7.339721,5.541108
pasywny,A,1.4074074,3.5925925,2.851852,2.4074075,2.148148,7.4792056,5.359743,6.297863,6.7864003,7.0224123,4.5005
"ograniczać",A,1.1851852,5.2222223,3.6666667,3.1111112,2.9629629,8.791718,5.162098,6.928092,7.4110804,7.5734305,6.425656
"przerywać",A,1.4814814,4.037037,2.6296296,2.3703704,2.148148,7.4867315,4.884734,6.502415,6.8278813,7.0420017,4.608894
"żądanie",A,1.5925926,3.6666667,1.925926,2.8148148,2.074074,7.067673,5.0997686,6.9396462,6.087836,6.8491607,4.2327533
"lekkomyślny",A,1.5925926,4.185185,2.6666667,3.0,2.5925925,7.651538,5.2678375,6.871128,6.5887775,7.0180063,5.262749
niewygodny,A,1.6296296,3.5185184,2.2592592,1.8148148,2.4444444,6.8793955,5.0512567,6.5166006,6.901234,6.3488536,4.1014504
zazdrosny,A,1.7037038,4.5185184,3.0370371,3.4814816,2.2592592,7.9294343,5.279619,6.859699,6.5136323,7.4833865,5.7337146
sprzeczny,A,1.6296296,3.4074075,2.2592592,1.8888888,1.962963,6.7681365,5.0142474,6.345655,6.736661,6.6454897,3.9802291
"biadolić",A,1.5185186,4.148148,2.2222223,1.6296296,2.6666667,7.2563934,4.6380253,6.8193583,7.3519654,6.425794,4.57403
"szemrać",A,1.5555556,3.4074075,2.148148,2.4444444,2.4814816,7.0621247,5.2787814,6.615206,6.319653,6.3538876,4.023612
bariera,A,1.4814814,3.2222223,2.7407408,2.8148148,1.7777778,7.2019386,5.3782372,6.046207,6.013846,7.025868,4.197161
bzdura,A,1.5555556,3.8148148,1.8888888,2.1111112,2.5555556,7.1936283,4.7967987,6.9984493,6.856396,6.27303,4.4105372
negacja,A,1.1923077,3.3076923,2.6153846,2.3076923,1.8846154,7.141563,5.012158,5.865848,6.024032,6.539189,3.8383493
posiedzenie,A,1.3846154,2.6923077,1.5,1.8076923,2.4615386,6.858057,5.480812,6.7600565,6.3625336,5.8024926,3.225698
malkontent,A,1.4615384,2.8461537,1.9230769,1.6923077,2.2307692,6.774564,5.2722344,6.344441,6.548918,6.030631,3.0978136
przekorny,A,2.1538463,2.8076923,1.7307693,1.5769231,1.8461539,5.8642306,5.181836,6.41172,6.574065,6.3281384,3.050382
"obowiązywać",A,1.8076923,2.5384614,1.8846154,1.9230769,1.6923077,6.2076893,5.464603,6.1731596,6.1662297,6.3452783,2.8513615
"drzeć",A,1.1153846,4.076923,2.2692308,2.5769231,2.3076923,7.8570447,4.9640994,7.0483418,6.753928,6.974719,4.6257205
"podżegać",A,1.2307693,3.8846154,1.9615384,2.7692308,3.0769231,7.74412,5.300057,7.2640295,6.5424848,6.2612996,4.664499
"wścibski",A,1.0384616,5.0384617,2.4615386,2.2692308,4.076923,8.723224,5.3146014,7.7778397,7.921646,6.3151083,5.998008
niegrzeczny,A,1.4615384,3.8846154,2.3846154,2.1153846,2.1923077,7.3512297,4.9853315,6.760496,6.998382,6.8928604,4.296259
komar,A,1.1923077,4.769231,1.5769231,2.0384614,3.9615386,8.157047,4.8464327,7.9013257,7.5206065,5.876981,5.39495
"wypraszać",A,1.1538461,4.1923075,3.3076923,2.3461537,2.7307692,8.06751,5.3413687,6.3372464,7.273435,6.785943,5.171407
klakson,A,1.6923077,3.8076923,1.7307693,2.6923077,2.3076923,7.1488423,5.1944094,7.2756186,6.4074726,6.8538566,4.4988594
ordynarny,A,1.0769231,4.3461537,2.3076923,2.2307692,4.0384617,8.315047,5.4605384,7.504147,7.5050516,5.7520533,5.513931
"pouczać",A,1.7037038,4.3333335,2.148148,2.2962964,2.4444444,7.3440723,4.5875564,7.1514153,6.9980884,6.8184114,4.8440146
balast,A,1.5925926,3.2222223,2.4814816,2.7407408,2.1851852,6.99628,5.378949,6.205862,5.9485173,6.4783945,4.1668324
"głodny",A,1.2962962,4.259259,3.7777777,2.8888888,1.8518518,8.0986,5.4706764,6.023929,6.905554,7.757774,5.3916707
krzykliwy,A,2.2592592,3.925926,2.2592592,2.4444444,2.851852,6.912865,5.3869452,7.08522,6.918519,6.655878,5.028068
"głośny",A,3.1111112,3.7777777,1.5185186,2.2592592,1.962963,5.7264867,5.2253428,7.359769,6.8424435,7.0895596,4.7056875
pedantyczny,A,2.2962964,3.074074,1.6666666,2.1851852,2.074074,6.108664,5.338082,6.8490105,6.416088,6.519178,3.9426806
"przeoczyć",A,1.3703704,4.296296,2.8888888,3.4444444,1.962963,7.8341093,5.202239,6.684659,6.186368,7.436089,5.1067467
"mamrotać",A,1.4230769,2.9615386,2.3076923,2.3076923,1.9230769,6.7951407,5.3798494,6.111364,6.1490393,6.505869,3.4456468
rozrzutny,A,1.9615384,3.8461537,2.5,2.7307692,2.6923077,7.06208,5.2912374,6.8177004,6.5671377,6.5747857,4.9363933
moralista,A,1.8076923,3.6153846,2.1153846,2.2307692,2.5769231,6.906389,5.214223,6.829885,6.7399683,6.382737,4.1451397
"nieprawidłowy",A,1.5,3.6923077,2.8076923,2.8076923,2.1153846,7.36777,5.1822453,6.255054,6.2279925,6.880372,4.523528
"paplać",A,1.9615384,3.6923077,1.7307693,1.9615384,3.0769231,6.9019375,5.0266247,7.123126,6.9559093,5.869434,4.60824
"nadepnąć",A,1.3846154,3.2307692,2.6153846,2.3461537,2.3076923,7.1862206,5.45008,6.054215,6.436917,6.4220624,4.269052
"pośpiech",A,2.1538463,4.0384617,2.1153846,3.3461537,2.3461537,6.9943066,5.458228,7.3327785,6.097152,7.145963,5.322655
"ustępować",A,2.8076923,3.0,2.1538463,1.8846154,1.5769231,5.3906894,5.3623223,6.3740387,6.620096,6.9066286,4.1132154
"próżny",A,1.3846154,4.3076925,3.0,2.1153846,3.8846154,8.083375,5.4616046,6.9743176,7.6692996,5.9344406,5.641422
uparty,A,2.6538463,3.6153846,2.3846154,1.8846154,2.0384614,6.212498,5.4598947,6.764517,7.219487,7.050504,4.540093
"żądać",A,1.6538461,3.8076923,2.8076923,3.3076923,2.3846154,7.438251,5.439118,6.536418,6.0582423,6.8801703,5.1235914
gadanina,A,1.8846154,3.5384614,2.1153846,1.8076923,2.5769231,6.817115,5.2825565,6.827166,7.1043754,6.3702397,4.1153827
absurd,A,2.1538463,3.4230769,2.1923077,2.3461537,2.4230769,6.6143265,5.495569,6.905635,6.7415257,6.5050125,4.5181966
"zaprzeczać",A,1.7307693,3.5769231,2.7307692,2.7307692,2.0384614,7.188542,5.4600124,6.4052,6.383988,6.934779,4.254414
nieuprawniony,A,1.1923077,3.5769231,2.5769231,2.7307692,2.0,7.6389723,5.441537,6.642262,6.489012,7.1665726,4.1347246
"chwalipięta",A,1.2692307,4.269231,2.2307692,1.8846154,3.2307692,7.76462,4.863263,7.128017,7.4096103,6.1784296,4.821426
"przemądrzały",A,1.3076923,4.5384617,2.5769231,2.1153846,3.3076923,8.05116,5.1582007,7.2304897,7.5946894,6.528016,5.213849
